Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Taiho Shichauzo!,PS,2001.0,Adventure,Pioneer LDC,0.0,0.0,0.05,0.0,0.05,,,,,,
Katamari Damacy,PS2,2004.0,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73,86.0,55.0,9,86.0,Namco,E
Board Game: Top Shop,PS,1999.0,Misc,Success,0.01,0.01,0.0,0.0,0.02,,,,,,
Super Dodgeball Brawlers,DS,2008.0,Sports,Arc System Works,0.13,0.0,0.0,0.01,0.14,65.0,12.0,tbd,,Million,E
Napoleon: Total War,PC,2010.0,Strategy,Sega,0.02,0.53,0.0,0.12,0.66,81.0,56.0,7.9,515.0,Creative Assembly,T
Dynasty Warriors Vol. 2,PSP,2006.0,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.05,57.0,28.0,8.1,8.0,Omega Force,T
Genma Onimusha,XB,2002.0,Action,Capcom,0.14,0.04,0.05,0.01,0.24,83.0,27.0,8.6,10.0,Capcom,M
Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005.0,Shooter,Eidos Interactive,0.04,0.04,0.0,0.01,0.09,71.0,36.0,9,25.0,Deadline Games,M
Motto TOEIC Test DS Training,DS,2008.0,Misc,IE Institute,0.0,0.0,0.04,0.0,0.04,,,,,,
Alien: Isolation,PS4,2014.0,Shooter,Sega,0.34,0.57,0.04,0.17,1.13,79.0,50.0,8.1,795.0,Creative Assembly,M
Rayman Legends,X360,2013.0,Platform,Ubisoft,0.19,0.2,0.0,0.04,0.43,90.0,35.0,8.2,217.0,Ubisoft Montpellier,E10+
Crash: Mind Over Mutant,Wii,2008.0,Platform,Vivendi Games,0.35,0.05,0.0,0.03,0.43,70.0,13.0,6.6,16.0,Radical Entertainment,E10+
Pro Yakyuu Spirits 5 Kanzenban,PS3,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
Crash: Mind Over Mutant,PS2,2008.0,Platform,Vivendi Games,0.25,0.19,0.0,0.06,0.5,73.0,7.0,6.5,36.0,Radical Entertainment,E10+
Tom Clancy's Rainbow Six,N64,1999.0,Shooter,Red Storm Entertainment,0.48,0.15,0.0,0.01,0.64,,,,,,
Starcraft 64,N64,2000.0,Strategy,Nintendo,0.13,0.03,0.0,0.0,0.16,,,,,,
Dishonored 2,PS4,2016.0,Action,Bethesda Softworks,0.22,0.32,0.0,0.1,0.64,88.0,56.0,7.7,569.0,Arkane Studios,M
CrossworDS,DS,2008.0,Puzzle,Deep Silver,0.5,0.0,0.0,0.04,0.55,67.0,19.0,6.8,6.0,Nuevo Retro Games,E
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,,,,
NHL 15,X360,2014.0,Sports,Electronic Arts,0.35,0.05,0.0,0.05,0.45,,,2.8,47.0,EA Sports,E10+
Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,2011.0,Strategy,Acquire,0.0,0.0,0.08,0.0,0.08,,,,,,
Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
NCAA Football 13,PS3,2012.0,Action,Electronic Arts,0.82,0.0,0.0,0.07,0.89,79.0,9.0,4.1,34.0,EA Tiburon,E
SD Gundam G Generation Genesis,PS4,2016.0,Strategy,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
Dr. Mario,NES,1990.0,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,,,,,,
TRON: Evolution - Battle Grids,Wii,2010.0,Racing,Disney Interactive Studios,0.17,0.02,0.0,0.01,0.21,,,,,,
2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005.0,Misc,Sega,0.04,0.02,0.0,0.0,0.06,,,,,,
Super Robot Taisen α Gaiden,PS,2001.0,Strategy,Banpresto,0.0,0.0,0.58,0.04,0.62,,,,,,
Vitamin R,PSP,2013.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
Super Real Mahjong P V,SAT,1995.0,Misc,Seta Corporation,0.0,0.0,0.19,0.0,0.19,,,,,,
L'Aigle de Guerre,GBA,2001.0,Strategy,Nintendo,0.0,0.0,0.1,0.0,0.1,,,,,,
Kuma-Tomo,3DS,2013.0,Misc,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,,,,,,
Family Jockey,Wii,2008.0,Sports,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,
Donkey Kong Land II,GB,1996.0,Platform,Nintendo,1.39,0.48,0.4,0.08,2.35,,,,,,
A. IV Evolution: A Ressha de Ikou 4,PS,1994.0,Strategy,ArtDink,0.0,0.0,0.24,0.02,0.25,,,,,,
Def Jam Rapstar,Wii,2010.0,Misc,Konami Digital Entertainment,0.29,0.02,0.0,0.02,0.33,65.0,5.0,tbd,,"Terminal Reality, 4mm Games",T
Army Men World War: Team Assault,PS,2001.0,Action,3DO,0.06,0.04,0.0,0.01,0.1,,,,,,
Jade Empire,XB,2005.0,Role-Playing,Microsoft Game Studios,0.48,0.19,0.0,0.03,0.7,89.0,84.0,8.6,113.0,BioWare,M
Poy Poy,PS,1997.0,Action,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03,,,,,,
Brothers In Arms: D-Day,PSP,2006.0,Shooter,Ubisoft,0.23,0.14,0.0,0.09,0.46,65.0,19.0,9.1,64.0,Ubisoft Shanghai,M
SBK 2011: FIM Superbike World Championship,PS3,2011.0,Racing,Black Bean Games,0.01,0.09,0.0,0.03,0.13,,,,,,
J-League '96 Dream Stadium,SNES,1996.0,Sports,Hudson Soft,0.0,0.0,0.05,0.0,0.05,,,,,,
NHL 2003,GC,2002.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13,79.0,13.0,6.3,4.0,EA Sports,E
The Elder Scrolls IV: Oblivion,X360,2006.0,Role-Playing,Take-Two Interactive,2.82,1.03,0.13,0.4,4.38,94.0,90.0,8.7,1109.0,Bethesda Softworks,M
Myst,SAT,1994.0,Adventure,Sunsoft,0.0,0.0,0.06,0.0,0.06,,,,,,
Dragon Tamer: Sound Spirit,DS,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
Inazuma Eleven,DS,2008.0,Role-Playing,Nintendo,0.0,0.13,0.38,0.02,0.53,,,,,,
FIFA World Cup Germany 2006,DS,2006.0,Sports,Electronic Arts,0.03,0.0,0.0,0.0,0.04,71.0,7.0,7.2,6.0,EA Canada,E
Vampire Knight DS,DS,2009.0,Adventure,D3Publisher,0.0,0.0,0.07,0.0,0.07,,,,,,
Power Pro Kun Pocket,GB,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,,,,,,
Crash Tag Team Racing,GC,2005.0,Racing,Vivendi Games,0.12,0.03,0.0,0.0,0.16,66.0,14.0,7.3,11.0,Radical Entertainment,E10+
Syphon Filter,PS,1999.0,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88,,,,,,
A Collection of Classic Games from the Intellivision,PS,1999.0,Misc,Activision,0.17,0.12,0.0,0.02,0.31,,,,,,
Assassin's Creed III: Liberation,PSV,2012.0,Action,Ubisoft,0.53,0.48,0.06,0.24,1.32,70.0,71.0,7.2,318.0,Ubisoft,M
Assault Rigs,PS,1996.0,Action,Electronic Arts Victor,0.02,0.02,0.0,0.0,0.04,,,,,,
Shin Megami Tensei x Fire Emblem,WiiU,2015.0,Role-Playing,Nintendo,0.12,0.05,0.06,0.02,0.25,,,,,,
Geten no Hana: Yume Akari,PSP,2014.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,,,,,,
Skylanders SWAP Force,Wii,2013.0,Platform,Activision,1.21,0.75,0.0,0.19,2.15,,,6.6,5.0,Beenox,E10+
Rayman Raving Rabbids,X360,2007.0,Misc,Ubisoft,0.18,0.01,0.0,0.02,0.21,67.0,16.0,7.3,19.0,Ubisoft Montpellier,E
Rat Attack!,PS,1999.0,Puzzle,Mindscape,0.03,0.02,0.0,0.0,0.04,,,,,,
Echo Night Beyond,PS2,2004.0,Adventure,Indie Games,0.02,0.01,0.0,0.0,0.04,60.0,22.0,8.8,8.0,From Software,T
Call of Duty: Roads to Victory,PSP,2007.0,Shooter,Activision,0.52,1.02,0.0,0.59,2.13,64.0,45.0,7.5,30.0,Amaze Entertainment,T
Max Payne,PS2,2001.0,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80.0,21.0,8.5,86.0,Rockstar Toronto,M
Suite PreCure: Melody Collection,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13,,,,,,
BattleBots: Beyond the BattleBox,GBA,2002.0,Action,Vivendi Games,0.04,0.01,0.0,0.0,0.06,53.0,7.0,tbd,,Cave Barn,E
Kid Icarus: Uprising,3DS,2012.0,Action,Nintendo,0.48,0.35,0.36,0.07,1.27,83.0,75.0,8.7,487.0,"Opus, Project Sora",E10+
Yoshi's Woolly World,WiiU,2015.0,Platform,Nintendo,0.62,0.47,0.11,0.1,1.3,78.0,83.0,8.5,376.0,Good-Feel,E
Pro Yaky? Spirits 2014,PS3,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,
Fuzion Frenzy,XB,2001.0,Misc,Microsoft Game Studios,0.93,0.24,0.0,0.04,1.21,70.0,28.0,6.9,16.0,Blitz Games,E
Grand Kingdom,PSV,2015.0,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,76.0,11.0,8.8,33.0,Spike Chunsoft,T
Hayate no Gotoku! Nightmare Paradise,PSP,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
Barbarian,PS2,2002.0,Fighting,Titus,0.07,0.06,0.0,0.02,0.14,63.0,22.0,tbd,,Saffire,T
PachiPara 3D,3DS,2011.0,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02,,,,,,
Nintendo Puzzle Collection,GC,,Puzzle,Unknown,0.0,0.0,0.13,0.0,0.13,,,,,,
Trollz: Hair Affair!,GBA,2005.0,Misc,Ubisoft,0.03,0.01,0.0,0.0,0.04,,,,,,
Wii Fit,Wii,2007.0,Sports,Nintendo,8.92,8.03,3.6,2.15,22.7,80.0,63.0,7.7,146.0,Nintendo,E
Fight Night Champion,X360,2011.0,Fighting,Electronic Arts,0.4,0.31,0.0,0.07,0.78,86.0,59.0,7.4,105.0,EA Canada,M
Space Chimps,PS2,2008.0,Platform,Brash Entertainment,0.06,0.05,0.0,0.02,0.12,,,6.6,7.0,Red Tribe,E10+
Super Bomberman,SNES,1992.0,Puzzle,Hudson Soft,0.0,0.0,0.57,0.0,0.57,,,,,,
Gunvalkyrie,XB,2002.0,Shooter,Infogrames,0.13,0.04,0.0,0.01,0.17,73.0,28.0,7.3,10.0,Smilebit,T
America's Army: Rise of a Soldier,XB,2005.0,Shooter,Ubisoft,0.19,0.05,0.0,0.01,0.25,70.0,19.0,7.4,21.0,Secret Level,T
Transformers,PS2,2004.0,Shooter,Atari,0.63,0.49,0.0,0.16,1.29,75.0,51.0,8.6,27.0,Melbourne House,T
Littlest Pet Shop: Spring,DS,2009.0,Simulation,Electronic Arts,0.12,0.0,0.0,0.01,0.13,,,tbd,,Electronic Arts,E
Harry Potter and the Goblet of Fire,XB,2005.0,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,68.0,26.0,5.8,10.0,Electronic Arts,E10+
Harukanaru Augusta 2: Masters,SNES,1993.0,Sports,T&E Soft,0.0,0.0,0.12,0.0,0.12,,,,,,
Kabushiki Baibai Trainer: Kabutore! Next,DS,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
No More Heroes,Wii,2007.0,Action,Rising Star Games,0.29,0.17,0.04,0.05,0.55,83.0,64.0,8.4,259.0,Grasshopper Manufacture,M
Harvest Moon: Grand Bazaar,DS,2008.0,Simulation,Rising Star Games,0.21,0.05,0.13,0.02,0.41,,,,,,
Spy Fox in Dry Cereal,Wii,2008.0,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,,,tbd,,"Humongous Entertainment, Mistic Software",E
Game Party,Wii,2007.0,Misc,Midway Games,1.47,0.77,0.0,0.24,2.48,25.0,8.0,4.3,26.0,Midway,E
WTF: Work Time Fun,PSP,2005.0,Puzzle,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.04,,,,,,
MX SuperFly featuring Ricky Carmichael,PS2,2002.0,Racing,THQ,0.14,0.11,0.0,0.04,0.28,,,,,,
Contra: Legacy of War,PS,1996.0,Shooter,Konami Digital Entertainment,0.37,0.25,0.0,0.04,0.67,,,,,,
The Sims 2: Castaway,PS2,2007.0,Simulation,Electronic Arts,0.3,0.01,0.0,0.05,0.37,71.0,17.0,8,15.0,EA Redwood Shores,T
Metal Gear Ac!d 2,PSP,2005.0,Strategy,Konami Digital Entertainment,0.11,0.0,0.05,0.01,0.18,,,,,,
X-Men: The Official Game,DS,2006.0,Action,Activision,0.1,0.0,0.0,0.01,0.1,50.0,17.0,7.8,6.0,Amaze Entertainment,E10+
DJ Max Portable 3,PSP,2010.0,Misc,CyberFront,0.01,0.0,0.02,0.0,0.03,,,4.6,9.0,"PM Studios Inc., Pentavision Entertainment",E10+
Rapala Tournament Fishing!,Wii,2006.0,Sports,Activision,0.51,0.0,0.0,0.04,0.55,,,,,,
Romance of the Three Kingdoms 13,PS4,2015.0,Action,Tecmo Koei,0.02,0.0,0.05,0.01,0.08,,,,,,
Ketsui: Kizuna Jigoku Tachi Extra,X360,2010.0,Shooter,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
Infinite Stratos 2: Ignition Hearts,PS3,2014.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,,,,,,
Cars,Wii,2006.0,Racing,THQ,0.83,0.03,0.0,0.07,0.92,65.0,13.0,tbd,,Rainbow Studios,E
Neverwinter Nights Diamond,PC,2004.0,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02,,,8.2,11.0,BioWare,M
Umineko no Naku Koro ni Portable 1,PSP,2011.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,,,,,,
Dawn of Discovery,Wii,2009.0,Simulation,Ubisoft,0.12,0.06,0.0,0.02,0.19,81.0,24.0,8.5,15.0,Keen Games,E10+
Need for Speed Underground 2,PS2,2004.0,Racing,Electronic Arts,2.71,3.02,0.08,1.09,6.9,82.0,39.0,8.6,132.0,EA Canada,E
Sengoku Basara X,PS2,2008.0,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05,,,,,,
Pirates of the Caribbean: At World's End,X360,2007.0,Action,Disney Interactive Studios,0.29,0.02,0.0,0.03,0.34,58.0,42.0,5.3,21.0,Eurocom Entertainment Software,T
Top Gear RPM Tuning,XB,2005.0,Racing,Wanadoo,0.01,0.0,0.0,0.0,0.02,45.0,10.0,7.5,4.0,Babylon Software,T
ESPN NBA 2K5,XB,2004.0,Sports,Global Star,0.88,0.04,0.0,0.04,0.95,85.0,28.0,8.7,22.0,Visual Concepts,E
Rugby World Cup 2015,PS4,2015.0,Sports,Ubisoft,0.0,0.05,0.0,0.01,0.06,25.0,6.0,1.9,39.0,HB Studios Multimedia,E
Legends of WrestleMania,X360,2009.0,Fighting,THQ,0.2,0.15,0.0,0.04,0.39,71.0,59.0,6.3,23.0,Yuke's,T
Broken Sword 5: The Serpent's Curse,XOne,2015.0,Adventure,Revolution Software,0.0,0.02,0.0,0.0,0.02,77.0,12.0,7.2,11.0,Revolution Software,T
Mirror's Edge Catalyst,PC,2016.0,Platform,Electronic Arts,0.01,0.05,0.0,0.0,0.06,74.0,24.0,4.4,606.0,EA DICE,T
The Beatles: Rock Band,PS3,2009.0,Misc,MTV Games,0.67,0.29,0.0,0.15,1.12,88.0,60.0,8.7,59.0,Harmonix Music Systems,T
Dream Pinball 3D,Wii,2008.0,Misc,SouthPeak Games,0.1,0.02,0.0,0.01,0.14,54.0,8.0,7.6,7.0,TopWare Interactive,E10+
Thunder Alley,GBA,2004.0,Racing,XS Games,0.01,0.0,0.0,0.0,0.01,23.0,4.0,tbd,,Pronto Games,E
Doom II: Hell on Earth,PC,1994.0,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,,,,,,
Demon Chaos,PS2,,Action,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,,,,,,
Hankou Shashin,SAT,1996.0,Adventure,Imagineer,0.0,0.0,0.03,0.0,0.03,,,,,,
Bahamut Lagoon,SNES,1996.0,Role-Playing,SquareSoft,0.0,0.0,0.62,0.0,0.62,,,,,,
Lost in Blue,DS,2005.0,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11,69.0,33.0,7.8,21.0,Konami Computer Entertainment Hawaii,E10+
F/A-18F Super Hornet,GBA,2004.0,Simulation,Majesco Entertainment,0.2,0.08,0.0,0.01,0.28,,,,,,
Lost: Via Domus,PS3,2008.0,Action,Ubisoft,0.19,0.22,0.0,0.09,0.5,54.0,30.0,6.9,28.0,Ubisoft Montreal,T
Doki Oki,PS,1995.0,Adventure,Banpresto,0.0,0.0,0.02,0.0,0.03,,,,,,
EA Playground,Wii,2007.0,Sports,Electronic Arts,0.68,0.47,0.0,0.13,1.29,66.0,32.0,7.6,30.0,EA Canada,E
Hallowed Legends: Samhain,PC,2011.0,Adventure,Focus Home Interactive,0.0,0.03,0.0,0.01,0.03,,,,,,
Death Connection Portable,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,
Grand Theft Auto: Chinatown Wars,PSP,2009.0,Action,Take-Two Interactive,0.28,0.49,0.03,0.27,1.06,90.0,77.0,7.3,146.0,Rockstar Leeds,M
Peter Jackson's King Kong: The Official Game of the Movie,X360,2005.0,Action,Ubisoft,0.2,0.03,0.0,0.02,0.26,80.0,57.0,7.5,79.0,Ubisoft Montpellier,T
Project CARS,XOne,2015.0,Racing,Slightly Mad Studios,0.11,0.13,0.0,0.02,0.26,81.0,16.0,5.8,135.0,Slightly Mad Studios,E
And1 Streetball,PS2,2006.0,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27,,,,,,
The Witcher 2: Assassins of Kings,X360,2012.0,Action,Namco Bandai Games,0.48,0.32,0.02,0.08,0.9,88.0,82.0,8.3,818.0,CD Projekt Red Studio,M
Soul Eater: Monotone Princess,Wii,2008.0,Action,Square Enix,0.0,0.0,0.02,0.0,0.02,,,,,,
Ginga Fukei Densetsu: Sapphire,TG16,1995.0,Shooter,Hudson Soft,0.0,0.0,0.02,0.0,0.02,,,,,,
Venetica,X360,2010.0,Role-Playing,DTP Entertainment,0.09,0.03,0.0,0.01,0.13,42.0,14.0,7.3,18.0,Deck 13,T
Guitar Hero: World Tour,PS3,2008.0,Misc,Activision,1.1,0.55,0.0,0.27,1.92,84.0,43.0,7.5,80.0,Neversoft Entertainment,T
NBA ShootOut 2001,PS2,2001.0,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,54.0,12.0,tbd,,989 Sports,E
The Crew,X360,2014.0,Racing,Ubisoft,0.06,0.14,0.0,0.02,0.22,,,6.4,94.0,Ivory Tower,T
Sonic Adventure,DC,1998.0,Platform,Sega,1.26,0.61,0.46,0.08,2.42,,,,,,
Prince of Persia: The Sands of Time,GBA,2003.0,Action,Ubisoft,0.11,0.04,0.0,0.0,0.15,75.0,25.0,8.8,5.0,Ubisoft Montreal,T
Yoru no Nai Kuni,PS4,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,,,,,,
NASCAR 06: Total Team Control,XB,2005.0,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27,79.0,25.0,5.9,7.0,EA Sports,E
The Idolmaster: Gravure For You! Vol. 5,PS3,2012.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
Horses 3D,3DS,2012.0,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.04,,,6.3,4.0,Neko Entertainment,E
Summer Sports: Paradise Island,Wii,2008.0,Sports,Ubisoft,0.48,0.01,0.0,0.04,0.53,46.0,7.0,4.6,7.0,Destineer,E
Shox,PS2,2002.0,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.09,78.0,16.0,tbd,,Electronic Arts,E
Harvest Moon DS Cute (jp sales),DS,2005.0,Simulation,Marvelous Interactive,0.0,0.0,0.1,0.0,0.1,,,,,,
Big Mutha Truckers 2,PS2,2005.0,Racing,Xplosiv,0.1,0.07,0.0,0.03,0.2,51.0,26.0,2.1,9.0,Eutechnyx,M
Kirby's Dream Course,SNES,1994.0,Sports,Nintendo,0.0,0.0,0.59,0.0,0.59,,,,,,
Baldur's Gate: Dark Alliance,GC,2002.0,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,0.14,79.0,10.0,7.7,22.0,High Voltage Software,T
"Warhammer 40,000: Dawn of War II - Retribution",PC,2011.0,Strategy,THQ,0.0,0.06,0.0,0.02,0.08,80.0,52.0,7.8,235.0,Relic,M
Angry Birds Star Wars,3DS,2013.0,Strategy,Activision,0.15,0.15,0.0,0.03,0.34,,,3,8.0,Exient Entertainment,E
SingStar Latino,PS3,2009.0,Misc,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.11,,,tbd,,SCEE London Studio,T
Casper's Scare School: Spooky Sports Day,Wii,2009.0,Sports,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0,0.02,,,tbd,,Blast! Entertainment Ltd,E
F1 2001,XB,2001.0,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,83.0,11.0,5.5,8.0,EA Sports,E
Radiant Historia,DS,2010.0,Role-Playing,Atlus,0.19,0.0,0.09,0.01,0.29,85.0,30.0,9,81.0,Atlus,E10+
Starship Troopers,PC,2005.0,Shooter,Empire Interactive,0.0,0.02,0.0,0.0,0.02,46.0,18.0,6.1,29.0,Strangelite,M
My Animal Centre,Wii,2009.0,Simulation,Deep Silver,0.0,0.02,0.0,0.0,0.02,,,,,,
Alvin and the Chipmunks,PS2,2007.0,Misc,Brash Entertainment,0.04,0.03,0.0,0.01,0.07,33.0,5.0,4.5,6.0,Sensory Sweep,E
Powerdrome,PS2,2004.0,Racing,Evolved Games,0.03,0.02,0.0,0.01,0.05,54.0,4.0,tbd,,Argonaut Games,T
Famista '92,NES,1991.0,Sports,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,,,,,,
Namco Museum Battle Collection (JP sales),PSP,2005.0,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
Jikkyou Powerful Pro Yakyuu 2013,PSP,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,,,,,,
Mah Jong Quest: Expeditions,DS,2007.0,Puzzle,Avanquest,0.02,0.25,0.0,0.01,0.29,,,tbd,,Game Brains,E
N2O: Nitrous Oxide,PS,1998.0,Racing,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.16,,,,,,
Touch Detective (JP sales),DS,2006.0,Adventure,505 Games,0.0,0.0,0.02,0.0,0.02,,,,,,
L.G.S: Shinsetsu Houshinengi,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Eco Creatures: Save The Forest,DS,2007.0,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03,55.0,13.0,tbd,,Headlock,E
Lufia: The Ruins of Lore,GBA,2002.0,Role-Playing,Taito,0.04,0.01,0.0,0.0,0.05,76.0,12.0,8.3,8.0,Taito Corporation,E
Enslaved: Odyssey to the West,PS3,2010.0,Action,Namco Bandai Games,0.24,0.22,0.01,0.09,0.55,80.0,53.0,7.4,312.0,Ninja Theory,T
Knights in the Nightmare: DHE Series Special Pack,DS,2008.0,Role-Playing,Sting,0.0,0.0,0.01,0.0,0.01,,,,,,
Tempest 3X,PS,1995.0,Shooter,Interplay,0.04,0.03,0.0,0.01,0.08,,,,,,
Assassin's Creed: Altair's Chronicles,DS,2008.0,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.05,58.0,30.0,6.3,30.0,Gameloft,T
NCIS,Wii,2011.0,Adventure,Ubisoft,0.08,0.04,0.0,0.01,0.13,,,tbd,,Ubisoft,T
FIFA Street 3,DS,2008.0,Sports,Electronic Arts,0.06,0.02,0.0,0.01,0.09,56.0,8.0,tbd,,"EA Canada, Exient Entertainment",E
18 Wheels of Steel: Extreme Trucker,PC,2009.0,Racing,Rondomedia,0.0,0.02,0.0,0.0,0.02,,,8,10.0,,
Naruto: Ninja Destiny,DS,2006.0,Fighting,Namco Bandai Games,0.02,0.01,0.16,0.0,0.19,61.0,22.0,4.4,10.0,Takara Tomy,T
Full Spectrum Warrior: Ten Hammers,XB,2006.0,Strategy,THQ,0.03,0.01,0.0,0.0,0.05,69.0,27.0,tbd,,Pandemic Studios,M
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011.0,Fighting,Capcom,0.81,0.28,0.11,0.14,1.34,84.0,56.0,7.3,147.0,Capcom,T
E.T.: The Extra Terrestrial,2600,1981.0,Action,Atari,1.84,0.11,0.0,0.02,1.97,,,,,,
Saturday Night Slam Masters,SNES,1994.0,Fighting,Capcom,0.0,0.0,0.16,0.0,0.16,,,,,,
Metal Gear Solid: Peace Walker,PSP,2010.0,Action,Konami Digital Entertainment,0.46,0.41,0.96,0.24,2.06,89.0,66.0,8.9,443.0,Kojima Productions,T
Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,GBA,2004.0,Adventure,Nintendo,0.0,0.0,0.08,0.0,0.08,,,,,,
Angry Birds,PC,2011.0,Puzzle,Focus Home Interactive,0.0,0.18,0.0,0.05,0.24,,,7.3,19.0,"Rovio Mobile, Rovio Entertainment",E
Rapala Pro Bass Fishing 2010,PSP,2010.0,Sports,Activision,0.06,0.0,0.0,0.01,0.07,,,tbd,,FUN Labs,E
Guilty Gear XX Slash,PS2,2006.0,Fighting,Sammy Corporation,0.0,0.0,0.08,0.0,0.08,,,,,,
NFL Head Coach 09,PS3,2008.0,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,64.0,12.0,7.1,12.0,EA Tiburon,E
Undead Knights,PSP,2009.0,Action,Ubisoft Annecy,0.05,0.0,0.06,0.01,0.12,63.0,27.0,8,13.0,Now Production,M
Blinx: The Time Sweeper,XB,2002.0,Platform,Microsoft Game Studios,0.39,0.15,0.0,0.02,0.56,71.0,36.0,8,41.0,Artoon,E
Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,2004.0,Platform,Sony Computer Entertainment,1.27,0.05,0.0,0.02,1.33,,,,,,
NCAA Final Four 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,57.0,16.0,6,4.0,989 Sports,E
Code Lyoko: Quest for Infinity,Wii,2007.0,Action,Game Factory,0.07,0.01,0.0,0.01,0.09,58.0,15.0,8.5,8.0,The Game Factory,E10+
Forsaken,PS,1998.0,Shooter,Acclaim Entertainment,0.13,0.09,0.0,0.02,0.24,,,,,,
Blue Dragon: Awakened Shadow,DS,2009.0,Role-Playing,Namco Bandai Games,0.06,0.0,0.03,0.0,0.1,63.0,27.0,6.6,10.0,Tri-Crescendo,E10+
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
